"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"40178",60,"admin.","married","university.degree","no","no","no","cellular","jul","fri",1,6,2,"success",-1.7,94.215,-40.3,0.861,4991.6,"1"
"40184",29,"admin.","single","high.school","no","yes","no","cellular","jul","fri",2,6,1,"success",-1.7,94.215,-40.3,0.861,4991.6,"1"
"40185",26,"technician","single","university.degree","no","yes","no","cellular","jul","fri",3,6,2,"success",-1.7,94.215,-40.3,0.861,4991.6,"1"
"40189",59,"technician","married","professional.course","no","yes","no","cellular","jul","fri",2,15,1,"success",-1.7,94.215,-40.3,0.861,4991.6,"1"
"40193",56,"technician","married","professional.course","no","yes","no","cellular","jul","mon",2,13,1,"success",-1.7,94.215,-40.3,0.87,4991.6,"1"
"40194",49,"technician","divorced","professional.course","no","yes","no","cellular","jul","mon",3,15,1,"success",-1.7,94.215,-40.3,0.87,4991.6,"1"
"40202",78,"retired","married","basic.4y","no","yes","no","cellular","jul","mon",1,13,2,"success",-1.7,94.215,-40.3,0.87,4991.6,"1"
"40205",28,"technician","single","university.degree","no","no","no","cellular","jul","tue",3,6,2,"success",-1.7,94.215,-40.3,0.876,4991.6,"0"
"40208",29,"technician","single","professional.course","no","no","yes","cellular","jul","tue",2,15,2,"failure",-1.7,94.215,-40.3,0.876,4991.6,"1"
"40222",37,"unemployed","single","university.degree","no","yes","yes","cellular","jul","wed",1,5,2,"success",-1.7,94.215,-40.3,0.881,4991.6,"1"
"40224",24,"technician","single","professional.course","no","yes","no","cellular","jul","thu",2,3,1,"success",-1.7,94.215,-40.3,0.884,4991.6,"1"
"40227",24,"services","single","high.school","no","yes","no","cellular","jul","thu",1,11,2,"success",-1.7,94.215,-40.3,0.884,4991.6,"1"
"40230",45,"management","married","university.degree","no","yes","no","cellular","jul","thu",2,6,2,"success",-1.7,94.215,-40.3,0.884,4991.6,"1"
"40235",60,"admin.","married","basic.9y","no","no","no","cellular","jul","thu",2,25,2,"failure",-1.7,94.215,-40.3,0.884,4991.6,"1"
"40236",24,"services","single","high.school","no","yes","no","cellular","jul","thu",2,9,2,"failure",-1.7,94.215,-40.3,0.884,4991.6,"1"
"40239",31,"student","single","university.degree","no","no","no","cellular","jul","fri",3,6,2,"success",-1.7,94.215,-40.3,0.885,4991.6,"1"
"40243",32,"technician","single","university.degree","no","no","no","cellular","jul","fri",1,3,2,"success",-1.7,94.215,-40.3,0.885,4991.6,"0"
"40244",24,"technician","married","professional.course","no","no","no","cellular","jul","fri",4,26,1,"success",-1.7,94.215,-40.3,0.885,4991.6,"1"
"40247",26,"admin.","single","university.degree","no","no","no","cellular","jul","fri",1,9,3,"failure",-1.7,94.215,-40.3,0.885,4991.6,"1"
"40250",35,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",1,6,2,"success",-1.7,94.215,-40.3,0.889,4991.6,"1"
"40251",51,"technician","married","high.school","no","no","no","cellular","jul","mon",1,6,3,"success",-1.7,94.215,-40.3,0.889,4991.6,"1"
"40258",35,"admin.","married","university.degree","no","no","no","cellular","jul","mon",2,3,4,"success",-1.7,94.215,-40.3,0.889,4991.6,"0"
"40260",68,"retired","married","university.degree","no","no","no","cellular","jul","mon",2,12,1,"success",-1.7,94.215,-40.3,0.889,4991.6,"1"
"40262",24,"technician","single","professional.course","no","yes","no","cellular","jul","mon",3,13,1,"success",-1.7,94.215,-40.3,0.889,4991.6,"1"
"40263",84,"retired","divorced","basic.4y","no","yes","yes","cellular","jul","tue",1,3,2,"success",-1.7,94.215,-40.3,0.893,4991.6,"1"
"40271",52,"admin.","married","professional.course","no","yes","yes","cellular","jul","tue",2,6,1,"success",-1.7,94.215,-40.3,0.893,4991.6,"0"
"40272",28,"technician","single","professional.course","no","yes","no","cellular","jul","tue",2,6,1,"success",-1.7,94.215,-40.3,0.893,4991.6,"0"
"40273",52,"admin.","married","professional.course","no","yes","yes","cellular","jul","tue",2,6,1,"success",-1.7,94.215,-40.3,0.893,4991.6,"1"
"40276",48,"housemaid","married","professional.course","no","yes","no","cellular","jul","wed",2,6,2,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40277",68,"retired","divorced","high.school","no","yes","yes","cellular","jul","wed",1,3,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40279",24,"student","single","professional.course","no","no","no","cellular","jul","wed",2,6,3,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40285",50,"housemaid","married","basic.4y","no","no","yes","cellular","jul","wed",1,4,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40287",48,"housemaid","married","professional.course","no","no","no","cellular","jul","wed",3,6,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40289",60,"retired","married","professional.course","no","yes","yes","cellular","jul","thu",4,6,2,"success",-1.7,94.215,-40.3,0.899,4991.6,"0"
"40292",80,"retired","divorced","basic.4y","no","no","yes","cellular","jul","thu",2,6,2,"success",-1.7,94.215,-40.3,0.899,4991.6,"1"
"40294",50,"housemaid","married","basic.6y","no","no","no","cellular","jul","thu",3,6,2,"success",-1.7,94.215,-40.3,0.899,4991.6,"1"
"40295",50,"entrepreneur","divorced","university.degree","no","yes","no","cellular","jul","thu",1,6,3,"success",-1.7,94.215,-40.3,0.899,4991.6,"1"
"40299",31,"technician","single","university.degree","no","yes","no","telephone","jul","thu",1,6,2,"success",-1.7,94.215,-40.3,0.899,4991.6,"1"
"40301",71,"retired","married","basic.4y","no","yes","no","cellular","jul","thu",2,9,3,"failure",-1.7,94.215,-40.3,0.899,4991.6,"1"
"40302",31,"technician","single","university.degree","no","no","no","telephone","jul","thu",1,5,1,"success",-1.7,94.215,-40.3,0.899,4991.6,"1"
"40303",34,"admin.","married","university.degree","no","yes","no","cellular","jul","thu",1,6,3,"success",-1.7,94.215,-40.3,0.899,4991.6,"1"
"40306",27,"services","single","high.school","no","no","no","cellular","jul","fri",5,6,2,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40307",32,"management","single","university.degree","no","no","no","cellular","jul","fri",4,16,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"0"
"40309",41,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",7,6,3,"success",-1.7,94.215,-40.3,0.896,4991.6,"0"
"40310",37,"management","married","university.degree","no","yes","no","cellular","jul","fri",1,6,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40314",40,"management","married","university.degree","no","no","no","telephone","jul","fri",2,3,2,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40316",37,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",5,4,2,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40318",40,"management","married","university.degree","no","yes","no","cellular","jul","fri",1,9,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"1"
"40323",25,"student","single","high.school","no","no","no","cellular","aug","mon",2,10,4,"failure",-1.7,94.027,-38.3,0.898,4991.6,"0"
"40333",25,"student","single","high.school","no","yes","no","cellular","aug","mon",8,4,1,"success",-1.7,94.027,-38.3,0.898,4991.6,"0"
"40336",62,"retired","married","basic.4y","no","no","no","cellular","aug","mon",1,9,2,"failure",-1.7,94.027,-38.3,0.898,4991.6,"1"
"40337",67,"retired","married","basic.4y","no","no","no","cellular","aug","mon",2,13,1,"success",-1.7,94.027,-38.3,0.898,4991.6,"1"
"40347",31,"student","single","university.degree","no","no","no","cellular","aug","tue",1,9,2,"failure",-1.7,94.027,-38.3,0.899,4991.6,"0"
"40350",28,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",2,6,2,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40352",31,"student","single","university.degree","no","no","no","cellular","aug","tue",4,6,2,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40359",21,"student","single","high.school","no","yes","no","cellular","aug","tue",3,9,2,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40360",58,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","wed",1,3,1,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40361",48,"admin.","married","university.degree","no","yes","yes","cellular","aug","wed",1,0,3,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40363",35,"technician","married","university.degree","no","yes","no","cellular","aug","wed",1,6,3,"failure",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40365",27,"student","single","university.degree","no","yes","no","cellular","aug","wed",1,0,3,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40366",28,"student","single","basic.9y","no","yes","no","cellular","aug","wed",1,0,1,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40367",61,"retired","married","university.degree","no","no","no","telephone","aug","wed",2,7,1,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40369",27,"student","single","university.degree","no","no","no","cellular","aug","wed",1,3,3,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40372",28,"student","single","basic.9y","no","no","yes","cellular","aug","wed",1,6,3,"failure",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40373",28,"student","single","basic.9y","no","no","no","telephone","aug","wed",2,6,2,"success",-1.7,94.027,-38.3,0.9,4991.6,"0"
"40376",48,"blue-collar","married","basic.9y","no","no","no","cellular","aug","wed",1,16,3,"failure",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40377",27,"student","single","university.degree","no","yes","no","telephone","aug","wed",1,0,5,"success",-1.7,94.027,-38.3,0.9,4991.6,"0"
"40378",34,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",1,10,2,"failure",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40381",48,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,0,2,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40382",47,"admin.","married","university.degree","no","no","no","cellular","aug","wed",1,4,2,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40383",30,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,0,2,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40385",44,"services","divorced","basic.6y","no","yes","no","cellular","aug","wed",3,0,1,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40386",30,"blue-collar","single","professional.course","no","no","no","cellular","aug","wed",1,9,1,"success",-1.7,94.027,-38.3,0.9,4991.6,"1"
"40387",46,"admin.","single","high.school","no","no","no","cellular","aug","thu",2,17,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"0"
"40388",41,"admin.","divorced","high.school","no","yes","yes","cellular","aug","thu",2,0,2,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40389",46,"admin.","single","high.school","no","no","no","cellular","aug","thu",2,9,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,"0"
"40390",26,"unemployed","single","university.degree","no","yes","no","cellular","aug","thu",3,6,2,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40392",26,"unemployed","single","university.degree","no","yes","no","cellular","aug","thu",1,3,3,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40396",48,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",3,3,6,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40399",47,"admin.","married","high.school","no","no","no","cellular","aug","thu",2,16,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40401",77,"retired","married","basic.4y","no","no","no","cellular","aug","thu",1,9,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40413",60,"housemaid","married","basic.4y","no","no","no","cellular","aug","fri",4,6,4,"failure",-1.7,94.027,-38.3,0.905,4991.6,"0"
"40414",59,"retired","married","professional.course","no","yes","no","cellular","aug","fri",2,3,2,"success",-1.7,94.027,-38.3,0.905,4991.6,"1"
"40417",41,"admin.","divorced","high.school","no","yes","no","cellular","aug","fri",2,6,3,"success",-1.7,94.027,-38.3,0.905,4991.6,"1"
"40418",27,"admin.","single","university.degree","no","no","no","cellular","aug","fri",2,3,3,"success",-1.7,94.027,-38.3,0.905,4991.6,"1"
"40419",59,"retired","married","professional.course","no","no","no","cellular","aug","fri",3,3,1,"success",-1.7,94.027,-38.3,0.905,4991.6,"1"
"40420",41,"admin.","divorced","high.school","no","yes","no","cellular","aug","fri",1,6,2,"success",-1.7,94.027,-38.3,0.905,4991.6,"1"
"40421",41,"admin.","divorced","high.school","no","yes","no","cellular","aug","fri",1,4,3,"failure",-1.7,94.027,-38.3,0.905,4991.6,"1"
"40424",41,"technician","divorced","university.degree","no","yes","no","cellular","aug","fri",2,6,3,"success",-1.7,94.027,-38.3,0.905,4991.6,"1"
"40426",24,"admin.","single","university.degree","no","yes","yes","cellular","aug","fri",5,6,2,"success",-1.7,94.027,-38.3,0.905,4991.6,"0"
"40435",47,"management","married","university.degree","no","yes","no","cellular","aug","mon",3,3,2,"success",-1.7,94.027,-38.3,0.904,4991.6,"0"
"40436",35,"unemployed","married","high.school","no","yes","no","cellular","aug","mon",1,6,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40439",56,"blue-collar","divorced","basic.4y","no","yes","no","telephone","aug","mon",1,12,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,"0"
"40440",29,"services","single","university.degree","no","no","no","cellular","aug","mon",1,6,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40442",26,"admin.","single","university.degree","no","no","no","telephone","aug","mon",1,3,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40443",26,"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,6,5,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40448",25,"unemployed","single","high.school","no","no","no","cellular","aug","tue",1,3,3,"success",-1.7,94.027,-38.3,0.904,4991.6,"0"
"40453",50,"admin.","single","university.degree","no","no","no","cellular","aug","tue",1,6,2,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40455",65,"retired","married","professional.course","no","yes","no","cellular","aug","tue",1,6,3,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40457",37,"management","married","university.degree","no","yes","yes","telephone","aug","tue",2,6,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"0"
"40459",70,"retired","married","basic.4y","no","yes","no","cellular","aug","tue",3,6,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40462",55,"admin.","divorced","high.school","no","yes","no","cellular","aug","tue",2,6,3,"success",-1.7,94.027,-38.3,0.904,4991.6,"1"
"40466",61,"admin.","married","university.degree","no","yes","yes","telephone","aug","wed",1,6,2,"success",-1.7,94.027,-38.3,0.903,4991.6,"1"
"40467",26,"student","single","high.school","no","yes","no","cellular","aug","wed",1,14,1,"success",-1.7,94.027,-38.3,0.903,4991.6,"1"
"40468",51,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","wed",1,6,4,"success",-1.7,94.027,-38.3,0.903,4991.6,"1"
"40471",75,"retired","married","basic.4y","no","no","no","cellular","aug","wed",2,6,3,"success",-1.7,94.027,-38.3,0.903,4991.6,"1"
"40473",35,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",2,6,3,"success",-1.7,94.027,-38.3,0.903,4991.6,"1"
"40474",66,"admin.","divorced","university.degree","no","yes","no","cellular","aug","wed",3,6,2,"success",-1.7,94.027,-38.3,0.903,4991.6,"1"
"40476",41,"admin.","married","university.degree","no","yes","no","telephone","aug","thu",1,9,3,"failure",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40477",42,"technician","married","professional.course","no","no","no","cellular","aug","thu",1,6,2,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40479",67,"housemaid","divorced","professional.course","no","no","no","cellular","aug","thu",1,6,2,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40481",52,"management","married","university.degree","no","yes","no","cellular","aug","thu",3,1,3,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40485",76,"retired","married","university.degree","no","yes","no","cellular","aug","thu",2,6,3,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40486",27,"admin.","married","university.degree","no","no","no","cellular","aug","thu",3,6,1,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40488",33,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",1,3,3,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40490",30,"admin.","single","high.school","no","no","no","telephone","aug","thu",1,22,1,"success",-1.7,94.027,-38.3,0.899,4991.6,"0"
"40491",33,"management","married","university.degree","no","no","no","telephone","aug","thu",1,6,2,"success",-1.7,94.027,-38.3,0.899,4991.6,"1"
"40493",42,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","fri",1,6,1,"success",-1.7,94.027,-38.3,0.898,4991.6,"1"
"40496",38,"entrepreneur","married","university.degree","no","yes","no","cellular","aug","fri",1,16,1,"success",-1.7,94.027,-38.3,0.898,4991.6,"1"
"40500",30,"admin.","single","university.degree","no","no","no","cellular","aug","fri",6,6,3,"success",-1.7,94.027,-38.3,0.898,4991.6,"1"
"40505",42,"technician","married","university.degree","no","no","no","cellular","aug","fri",3,6,2,"success",-1.7,94.027,-38.3,0.898,4991.6,"1"
"40508",60,"retired","married","basic.4y","no","no","no","cellular","aug","mon",2,15,2,"failure",-1.7,94.027,-38.3,0.896,4991.6,"0"
"40511",34,"technician","single","basic.9y","no","no","no","cellular","aug","mon",3,6,3,"success",-1.7,94.027,-38.3,0.896,4991.6,"1"
"40515",33,"student","married","professional.course","no","yes","no","cellular","aug","mon",3,3,4,"success",-1.7,94.027,-38.3,0.896,4991.6,"1"
"40518",58,"self-employed","married","university.degree","no","no","no","cellular","aug","tue",4,6,3,"success",-1.7,94.027,-38.3,0.895,4991.6,"1"
"40521",36,"admin.","married","university.degree","no","no","no","cellular","aug","wed",7,6,1,"success",-1.7,94.027,-38.3,0.894,4991.6,"0"
"40535",30,"technician","married","professional.course","no","no","no","telephone","aug","wed",1,0,4,"success",-1.7,94.027,-38.3,0.89,4991.6,"0"
"40553",27,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",5,12,1,"success",-1.7,94.027,-38.3,0.886,4991.6,"1"
"40556",34,"admin.","married","university.degree","no","yes","no","cellular","sep","wed",1,18,2,"failure",-1.1,94.199,-37.5,0.886,4963.6,"0"
"40557",69,"retired","married","high.school","no","yes","yes","cellular","sep","wed",1,6,2,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40564",59,"admin.","married","university.degree","no","no","yes","cellular","sep","wed",1,3,1,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40568",37,"admin.","married","university.degree","no","no","no","cellular","sep","wed",2,6,2,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40574",22,"student","single","high.school","no","no","no","cellular","sep","wed",3,5,1,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40575",45,"management","married","university.degree","no","no","no","cellular","sep","wed",2,3,2,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40576",81,"retired","divorced","basic.4y","no","no","no","cellular","sep","wed",2,7,1,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40587",60,"retired","married","university.degree","no","no","no","cellular","sep","thu",2,6,1,"success",-1.1,94.199,-37.5,0.884,4963.6,"1"
"40590",47,"management","married","university.degree","no","no","no","cellular","sep","thu",1,17,2,"success",-1.1,94.199,-37.5,0.884,4963.6,"1"
"40592",51,"technician","married","university.degree","no","yes","no","cellular","sep","thu",6,6,4,"failure",-1.1,94.199,-37.5,0.884,4963.6,"0"
"40596",32,"services","single","university.degree","no","yes","no","cellular","sep","thu",1,6,3,"success",-1.1,94.199,-37.5,0.884,4963.6,"1"
"40597",32,"admin.","single","university.degree","no","yes","no","cellular","sep","thu",2,10,3,"success",-1.1,94.199,-37.5,0.884,4963.6,"1"
"40599",43,"unemployed","married","basic.9y","no","no","no","cellular","sep","fri",2,9,1,"success",-1.1,94.199,-37.5,0.883,4963.6,"1"
"40602",57,"management","married","university.degree","no","no","no","cellular","sep","fri",2,6,2,"success",-1.1,94.199,-37.5,0.883,4963.6,"1"
"40603",59,"services","married","professional.course","no","yes","no","cellular","sep","fri",3,2,4,"success",-1.1,94.199,-37.5,0.883,4963.6,"0"
"40605",31,"admin.","single","high.school","no","no","no","cellular","sep","fri",2,3,2,"success",-1.1,94.199,-37.5,0.883,4963.6,"1"
"40606",34,"technician","married","professional.course","no","yes","yes","cellular","sep","fri",1,6,3,"success",-1.1,94.199,-37.5,0.883,4963.6,"0"
"40611",30,"admin.","single","high.school","no","no","no","cellular","sep","fri",3,6,1,"success",-1.1,94.199,-37.5,0.883,4963.6,"1"
"40614",28,"admin.","single","university.degree","no","yes","no","cellular","sep","mon",2,6,3,"success",-1.1,94.199,-37.5,0.882,4963.6,"0"
"40620",43,"entrepreneur","married","university.degree","no","no","no","cellular","sep","mon",1,3,1,"success",-1.1,94.199,-37.5,0.882,4963.6,"1"
"40634",47,"technician","married","basic.6y","no","no","no","cellular","sep","mon",2,6,3,"success",-1.1,94.199,-37.5,0.882,4963.6,"0"
"40639",85,"retired","married","basic.4y","no","no","no","cellular","sep","tue",1,3,2,"success",-1.1,94.199,-37.5,0.881,4963.6,"1"
"40644",26,"admin.","single","university.degree","no","yes","no","cellular","sep","tue",3,6,3,"success",-1.1,94.199,-37.5,0.881,4963.6,"1"
"40645",36,"management","divorced","university.degree","no","no","no","cellular","sep","tue",3,6,1,"success",-1.1,94.199,-37.5,0.881,4963.6,"1"
"40646",36,"management","divorced","university.degree","no","yes","no","cellular","sep","tue",1,6,1,"success",-1.1,94.199,-37.5,0.881,4963.6,"1"
"40653",42,"admin.","single","high.school","no","no","no","cellular","sep","wed",1,14,1,"success",-1.1,94.199,-37.5,0.88,4963.6,"1"
"40654",44,"management","married","university.degree","no","no","no","cellular","sep","wed",1,3,3,"success",-1.1,94.199,-37.5,0.88,4963.6,"1"
"40655",45,"unemployed","married","high.school","no","no","no","cellular","sep","wed",4,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"0"
"40664",28,"management","single","university.degree","no","yes","no","cellular","sep","wed",3,6,1,"success",-1.1,94.199,-37.5,0.88,4963.6,"1"
"40665",32,"blue-collar","married","basic.4y","no","no","no","telephone","sep","wed",3,3,4,"success",-1.1,94.199,-37.5,0.88,4963.6,"1"
"40669",38,"technician","single","professional.course","no","yes","no","cellular","sep","thu",3,22,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40671",29,"admin.","single","high.school","no","yes","no","cellular","sep","thu",1,6,2,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40672",60,"admin.","married","professional.course","no","yes","yes","cellular","sep","thu",1,6,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40675",27,"technician","single","university.degree","no","yes","no","cellular","sep","thu",1,6,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40676",27,"technician","single","university.degree","no","yes","no","cellular","sep","thu",1,3,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40680",37,"admin.","single","university.degree","no","no","no","cellular","sep","thu",1,3,4,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40684",34,"admin.","single","high.school","no","no","no","cellular","sep","thu",1,12,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40685",27,"admin.","single","university.degree","no","no","no","cellular","sep","thu",3,3,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40686",38,"technician","single","professional.course","no","yes","no","cellular","sep","thu",2,6,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40687",83,"retired","divorced","basic.4y","no","no","no","cellular","sep","thu",1,9,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40688",38,"services","single","high.school","no","yes","no","telephone","sep","thu",1,9,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"0"
"40690",29,"admin.","single","university.degree","no","no","no","cellular","sep","fri",4,6,1,"success",-1.1,94.199,-37.5,0.878,4963.6,"0"
"40691",64,"retired","divorced","basic.4y","no","yes","yes","telephone","sep","fri",2,6,2,"success",-1.1,94.199,-37.5,0.878,4963.6,"1"
"40698",69,"retired","married","basic.4y","no","no","no","cellular","sep","mon",3,6,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"0"
"40699",29,"technician","single","professional.course","no","yes","no","cellular","sep","mon",7,3,5,"success",-1.1,94.199,-37.5,0.879,4963.6,"0"
"40700",23,"student","single","basic.9y","no","yes","yes","cellular","sep","mon",3,6,2,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40710",57,"admin.","divorced","high.school","no","no","no","cellular","sep","tue",1,3,5,"success",-1.1,94.199,-37.5,0.877,4963.6,"1"
"40714",30,"technician","single","professional.course","no","no","no","cellular","sep","tue",1,6,1,"success",-1.1,94.199,-37.5,0.877,4963.6,"0"
"40717",82,"housemaid","married","basic.4y","no","no","no","telephone","sep","tue",3,3,2,"success",-1.1,94.199,-37.5,0.877,4963.6,"1"
"40722",34,"admin.","married","professional.course","no","no","no","cellular","sep","tue",1,3,3,"success",-1.1,94.199,-37.5,0.877,4963.6,"1"
"40724",53,"management","divorced","university.degree","no","no","no","cellular","sep","tue",2,3,2,"success",-1.1,94.199,-37.5,0.877,4963.6,"1"
"40727",32,"student","single","high.school","no","no","no","cellular","sep","tue",2,3,1,"success",-1.1,94.199,-37.5,0.877,4963.6,"0"
"40729",24,"student","single","high.school","no","yes","yes","cellular","sep","wed",2,6,2,"success",-1.1,94.199,-37.5,0.876,4963.6,"1"
"40732",19,"student","single","basic.4y","no","yes","no","cellular","sep","wed",2,6,3,"success",-1.1,94.199,-37.5,0.876,4963.6,"1"
"40735",23,"student","single","professional.course","no","yes","no","cellular","sep","wed",1,8,2,"success",-1.1,94.199,-37.5,0.876,4963.6,"1"
"40736",60,"retired","married","high.school","no","no","no","cellular","sep","wed",1,6,1,"success",-1.1,94.199,-37.5,0.876,4963.6,"1"
"40739",39,"entrepreneur","married","professional.course","no","no","no","telephone","sep","wed",3,6,1,"success",-1.1,94.199,-37.5,0.876,4963.6,"1"
"40742",23,"student","single","professional.course","no","no","no","cellular","sep","wed",2,15,1,"success",-1.1,94.199,-37.5,0.876,4963.6,"1"
"40745",19,"student","single","basic.6y","no","yes","no","cellular","sep","thu",2,6,4,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40746",29,"technician","single","professional.course","no","no","yes","telephone","sep","thu",2,18,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"0"
"40748",36,"unemployed","single","high.school","no","yes","no","cellular","sep","thu",1,3,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40760",19,"student","single","basic.6y","no","yes","yes","cellular","sep","thu",5,13,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40767",34,"technician","single","university.degree","no","yes","no","cellular","sep","fri",4,10,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40770",41,"management","divorced","university.degree","no","no","no","cellular","sep","fri",5,3,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40775",31,"services","single","high.school","no","yes","no","cellular","sep","fri",2,6,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40780",38,"blue-collar","single","high.school","no","yes","no","cellular","sep","wed",1,6,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40781",41,"unemployed","married","high.school","no","yes","yes","cellular","sep","wed",1,6,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40785",32,"technician","married","basic.9y","no","yes","no","cellular","sep","wed",1,6,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40786",32,"technician","married","basic.9y","no","no","no","cellular","sep","wed",1,6,5,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
